datetime,pm10,pm25,o3,no2,co,so2,nox,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,hour,day_of_week,month
2016-03-12 05:00:00+00:00,26.0,7.0,0.019,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,5,5,3
2016-03-12 07:00:00+00:00,16.0,12.0,0.019,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,7,5,3
2016-03-12 08:00:00+00:00,16.0,12.0,0.018,0.033,0.64,0.001,0.0136,5.669872981077807,60.0,0.0,2.401923788646684,8,5,3
2016-03-12 09:00:00+00:00,18.0,8.0,0.011,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,9,5,3
2016-03-12 10:00:00+00:00,23.0,9.0,0.014,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,10,5,3
2016-03-12 11:00:00+00:00,18.0,5.0,0.007,0.033,0.64,0.001,0.0136,8.705904774487397,60.0,0.0,4.223542864692438,11,5,3
2016-03-12 12:00:00+00:00,20.0,7.0,0.008,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,12,5,3
2016-03-12 13:00:00+00:00,20.0,7.0,0.008,0.033,0.64,0.001,0.0136,11.294095225512603,60.0,0.0,5.776457135307562,13,5,3
2016-03-12 14:00:00+00:00,17.0,3.0,0.004,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,14,5,3
2016-03-12 15:00:00+00:00,20.0,7.0,0.006,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,15,5,3
2016-03-12 16:00:00+00:00,21.0,8.0,0.014,0.033,0.64,0.001,0.0136,14.330127018922193,60.0,8.283188280897585,7.598076211353316,16,5,3
2016-03-12 17:00:00+00:00,20.0,10.0,0.029,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,17,5,3
2016-03-12 18:00:00+00:00,27.0,7.0,0.032,0.033,0.64,0.001,0.0136,15.0,60.0,0.0,8.0,18,5,3
2016-03-12 19:00:00+00:00,26.0,7.0,0.033,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,19,5,3
2016-03-12 20:00:00+00:00,30.0,10.0,0.035,0.033,0.64,0.001,0.0136,14.330127018922195,60.0,0.0,7.598076211353316,20,5,3
2016-03-12 21:00:00+00:00,25.0,8.0,0.038,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,21,5,3
2016-03-12 22:00:00+00:00,24.0,7.0,0.042,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,22,5,3
2016-03-12 23:00:00+00:00,21.0,9.0,0.045,0.033,0.64,0.001,0.0136,11.294095225512605,60.0,0.0,5.776457135307563,23,5,3
2016-03-13 00:00:00+00:00,36.0,11.0,0.042,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,0,6,3
2016-03-13 01:00:00+00:00,30.0,10.0,0.039,0.033,0.64,0.001,0.0136,8.705904774487395,60.0,0.0,4.223542864692437,1,6,3
2016-03-13 02:00:00+00:00,22.0,8.0,0.035,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,2,6,3
2016-03-13 03:00:00+00:00,20.0,8.0,0.029,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,2.463247123044842,2.878679656440357,3,6,3
2016-03-13 04:00:00+00:00,21.0,5.0,0.022,0.033,0.64,0.001,0.0136,5.669872981077806,60.0,0.0,2.401923788646684,4,6,3
2016-03-13 05:00:00+00:00,19.0,8.0,0.018,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,5,6,3
2016-03-13 06:00:00+00:00,30.0,11.0,0.014,0.033,0.64,0.001,0.0136,5.0,60.0,0.0,2.0,6,6,3
2016-03-13 08:00:00+00:00,30.0,11.0,0.007,0.033,0.64,0.001,0.0136,5.669872981077807,60.0,0.0,2.401923788646684,8,6,3
2016-03-13 09:00:00+00:00,42.0,15.0,0.014,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,9,6,3
2016-03-13 10:00:00+00:00,33.0,13.0,0.016,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,10,6,3
2016-03-13 11:00:00+00:00,35.0,12.0,0.017,0.033,0.64,0.001,0.0136,8.705904774487397,60.0,0.0,4.223542864692438,11,6,3
2016-03-13 12:00:00+00:00,32.0,9.0,0.011,0.033,0.64,0.001,0.0136,10.0,60.0,0.9486206250387461,5.0,12,6,3
2016-03-13 13:00:00+00:00,29.0,9.0,0.011,0.033,0.64,0.001,0.0136,11.294095225512603,60.0,0.0,5.776457135307562,13,6,3
2016-03-13 14:00:00+00:00,31.0,12.0,0.007,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,14,6,3
2016-03-13 15:00:00+00:00,29.0,11.0,0.006,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,15,6,3
2016-03-13 16:00:00+00:00,30.0,12.0,0.019,0.033,0.64,0.001,0.0136,14.330127018922193,60.0,0.0,7.598076211353316,16,6,3
2016-03-13 17:00:00+00:00,33.0,8.0,0.031,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,17,6,3
2016-03-13 18:00:00+00:00,36.0,12.0,0.035,0.033,0.64,0.001,0.0136,15.0,60.0,0.0,8.0,18,6,3
2016-03-13 19:00:00+00:00,41.0,12.0,0.039,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,19,6,3
2016-03-13 20:00:00+00:00,31.0,13.0,0.041,0.033,0.64,0.001,0.0136,14.330127018922195,60.0,0.0,7.598076211353316,20,6,3
2016-03-13 21:00:00+00:00,37.0,11.0,0.04,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,21,6,3
2016-03-13 22:00:00+00:00,31.0,11.0,0.042,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,22,6,3
2016-03-13 23:00:00+00:00,36.0,12.0,0.043,0.033,0.64,0.001,0.0136,11.294095225512605,60.0,0.0,5.776457135307563,23,6,3
2016-03-14 00:00:00+00:00,32.0,12.0,0.046,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,0,0,3
2016-03-14 01:00:00+00:00,29.0,8.0,0.041,0.033,0.64,0.001,0.0136,8.705904774487395,60.0,0.0,4.223542864692437,1,0,3
2016-03-14 02:00:00+00:00,18.0,5.0,0.038,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,2,0,3
2016-03-14 03:00:00+00:00,22.0,4.0,0.034,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,3,0,3
2016-03-14 04:00:00+00:00,18.0,5.0,0.031,0.033,0.64,0.001,0.0136,5.669872981077806,60.0,0.0,2.401923788646684,4,0,3
2016-03-14 05:00:00+00:00,21.0,5.0,0.028,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,5,0,3
2016-03-14 06:00:00+00:00,19.0,5.0,0.024,0.033,0.64,0.001,0.0136,5.0,60.0,0.0,2.0,6,0,3
2016-03-14 07:00:00+00:00,17.0,7.0,0.027,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,7,0,3
2016-03-14 08:00:00+00:00,17.0,7.0,0.026,0.033,0.64,0.001,0.0136,5.669872981077807,60.0,0.0,2.401923788646684,8,0,3
2016-03-14 09:00:00+00:00,17.0,5.0,0.027,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,9,0,3
2016-03-14 10:00:00+00:00,18.0,5.0,0.026,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,10,0,3
2016-03-14 11:00:00+00:00,14.0,8.0,0.026,0.033,0.64,0.001,0.0136,8.705904774487397,60.0,0.0,4.223542864692438,11,0,3
2016-03-14 12:00:00+00:00,16.0,6.0,0.029,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,12,0,3
2016-03-14 13:00:00+00:00,23.0,5.0,0.029,0.033,0.64,0.001,0.0136,11.294095225512603,60.0,0.0,5.776457135307562,13,0,3
2016-03-14 14:00:00+00:00,16.0,7.0,0.012,0.033,0.64,0.001,0.0136,12.5,60.0,5.923203605151812,6.5,14,0,3
2016-03-14 15:00:00+00:00,13.0,8.0,0.007,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,15,0,3
2016-03-14 16:00:00+00:00,17.0,7.0,0.02,0.033,0.64,0.001,0.0136,14.330127018922193,60.0,0.0,7.598076211353316,16,0,3
2016-03-14 17:00:00+00:00,19.0,8.0,0.031,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,17,0,3
2016-03-14 18:00:00+00:00,20.0,9.0,0.034,0.033,0.64,0.001,0.0136,15.0,60.0,0.0,8.0,18,0,3
2016-03-14 19:00:00+00:00,22.0,7.0,0.034,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,19,0,3
2016-03-14 20:00:00+00:00,27.0,10.0,0.033,0.033,0.64,0.001,0.0136,14.330127018922195,60.0,0.0,7.598076211353316,20,0,3
2016-03-14 21:00:00+00:00,26.0,13.0,0.035,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,21,0,3
2016-03-14 22:00:00+00:00,28.0,11.0,0.036,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,22,0,3
2016-03-14 23:00:00+00:00,25.0,9.0,0.032,0.033,0.64,0.001,0.0136,11.294095225512605,60.0,0.0,5.776457135307563,23,0,3
2016-03-15 00:00:00+00:00,21.0,5.0,0.037,0.033,0.64,0.001,0.0136,10.0,60.0,6.524662907933534,5.0,0,1,3
2016-03-15 02:00:00+00:00,19.0,6.0,0.034,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,2,1,3
2016-03-15 03:00:00+00:00,18.0,11.0,0.024,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,3,1,3
2016-03-15 04:00:00+00:00,29.0,11.0,0.017,0.033,0.64,0.001,0.0136,5.669872981077806,60.0,0.0,2.401923788646684,4,1,3
2016-03-15 05:00:00+00:00,35.0,12.0,0.012,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,5,1,3
2016-03-15 06:00:00+00:00,35.0,12.0,0.011,0.033,0.64,0.001,0.0136,5.0,60.0,0.0,2.0,6,1,3
2016-03-15 07:00:00+00:00,34.0,10.0,0.006,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,7,1,3
2016-03-15 08:00:00+00:00,34.0,10.0,0.0,0.033,0.64,0.001,0.0136,5.669872981077807,60.0,0.0,2.401923788646684,8,1,3
2016-03-15 09:00:00+00:00,34.0,10.0,0.005,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,2.0838474653879198,2.878679656440357,9,1,3
2016-03-15 10:00:00+00:00,28.0,12.0,0.011,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,10,1,3
2016-03-15 11:00:00+00:00,28.0,10.0,0.006,0.033,0.64,0.001,0.0136,8.705904774487397,60.0,0.0,4.223542864692438,11,1,3
2016-03-15 12:00:00+00:00,30.0,11.0,0.006,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,12,1,3
2016-03-15 13:00:00+00:00,27.0,12.0,0.006,0.033,0.64,0.001,0.0136,11.294095225512603,60.0,0.0,5.776457135307562,13,1,3
2016-03-15 14:00:00+00:00,30.0,11.0,0.0,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,14,1,3
2016-03-15 15:00:00+00:00,36.0,17.0,0.0,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,15,1,3
2016-03-15 16:00:00+00:00,44.0,19.0,0.007,0.033,0.64,0.001,0.0136,14.330127018922193,60.0,0.0,7.598076211353316,16,1,3
2016-03-15 17:00:00+00:00,43.0,13.0,0.014,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,17,1,3
2016-03-15 18:00:00+00:00,36.0,17.0,0.03,0.033,0.64,0.001,0.0136,15.0,60.0,0.0,8.0,18,1,3
2016-03-15 19:00:00+00:00,37.0,22.0,0.035,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,19,1,3
2016-03-15 20:00:00+00:00,37.0,22.0,0.042,0.033,0.64,0.001,0.0136,14.330127018922195,60.0,0.0,7.598076211353316,20,1,3
2016-03-15 21:00:00+00:00,37.0,22.0,0.049,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,21,1,3
2016-03-15 22:00:00+00:00,37.0,22.0,0.055,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,22,1,3
2016-03-15 23:00:00+00:00,43.0,17.0,0.057,0.033,0.64,0.001,0.0136,11.294095225512605,60.0,0.45463399016586886,5.776457135307563,23,1,3
2016-03-16 00:00:00+00:00,50.0,20.0,0.052,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,0,2,3
2016-03-16 01:00:00+00:00,49.0,17.0,0.043,0.033,0.64,0.001,0.0136,8.705904774487395,60.0,0.0,4.223542864692437,1,2,3
2016-03-16 02:00:00+00:00,41.0,17.0,0.04,0.033,0.64,0.001,0.0136,7.5,60.0,0.19683151190044043,3.5,2,2,3
2016-03-16 03:00:00+00:00,41.0,13.0,0.036,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,3,2,3
2016-03-16 04:00:00+00:00,38.0,11.0,0.025,0.033,0.64,0.001,0.0136,5.669872981077806,60.0,0.0,2.401923788646684,4,2,3
2016-03-16 05:00:00+00:00,36.0,13.0,0.014,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,5,2,3
2016-03-16 06:00:00+00:00,45.0,11.0,0.006,0.033,0.64,0.001,0.0136,5.0,60.0,2.1282255453409684,2.0,6,2,3
2016-03-16 07:00:00+00:00,41.0,15.0,0.002,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,7,2,3
2016-03-16 08:00:00+00:00,41.0,15.0,0.002,0.033,0.64,0.001,0.0136,5.669872981077807,60.0,0.0,2.401923788646684,8,2,3
2016-03-16 09:00:00+00:00,40.0,19.0,0.001,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,9,2,3
2016-03-16 10:00:00+00:00,45.0,16.0,0.006,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,10,2,3
2016-03-16 11:00:00+00:00,44.0,18.0,0.009,0.033,0.64,0.001,0.0136,8.705904774487397,60.0,0.0,4.223542864692438,11,2,3
2016-03-16 12:00:00+00:00,57.0,11.0,0.005,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,12,2,3
2016-03-16 13:00:00+00:00,32.0,13.0,0.005,0.033,0.64,0.001,0.0136,11.294095225512603,60.0,0.0,5.776457135307562,13,2,3
2016-03-16 14:00:00+00:00,34.0,14.0,0.0,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,14,2,3
2016-03-16 15:00:00+00:00,38.0,12.0,0.0,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,15,2,3
2016-03-16 16:00:00+00:00,51.0,12.0,0.013,0.033,0.64,0.001,0.0136,14.330127018922193,60.0,0.0,7.598076211353316,16,2,3
2016-03-16 17:00:00+00:00,58.0,10.0,0.029,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,17,2,3
2016-03-16 18:00:00+00:00,41.0,9.0,0.039,0.033,0.64,0.001,0.0136,15.0,60.0,0.0,8.0,18,2,3
2016-03-16 19:00:00+00:00,35.0,9.0,0.048,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,19,2,3
2016-03-16 20:00:00+00:00,32.0,7.0,0.051,0.033,0.64,0.001,0.0136,14.330127018922195,60.0,0.0,7.598076211353316,20,2,3
2016-03-16 21:00:00+00:00,35.0,6.0,0.05,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,21,2,3
2016-03-16 22:00:00+00:00,28.0,8.0,0.055,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,22,2,3
2016-03-16 23:00:00+00:00,35.0,10.0,0.057,0.033,0.64,0.001,0.0136,11.294095225512605,60.0,0.0,5.776457135307563,23,2,3
2016-03-17 00:00:00+00:00,43.0,8.0,0.056,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,0,3,3
2016-03-17 01:00:00+00:00,37.0,10.0,0.054,0.033,0.64,0.001,0.0136,8.705904774487395,60.0,0.0,4.223542864692437,1,3,3
2016-03-17 02:00:00+00:00,33.0,8.0,0.05,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,2,3,3
2016-03-17 03:00:00+00:00,36.0,14.0,0.032,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,3,3,3
2016-03-17 04:00:00+00:00,38.0,12.0,0.022,0.033,0.64,0.001,0.0136,5.669872981077806,60.0,1.343234394601613,2.401923788646684,4,3,3
2016-03-17 05:00:00+00:00,40.0,14.0,0.017,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,5,3,3
2016-03-17 06:00:00+00:00,41.0,15.0,0.025,0.033,0.64,0.001,0.0136,5.0,60.0,0.0,2.0,6,3,3
2016-03-17 07:00:00+00:00,41.0,19.0,0.018,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,7,3,3
2016-03-17 08:00:00+00:00,41.0,19.0,0.007,0.033,0.64,0.001,0.0136,5.669872981077807,60.0,0.0,2.401923788646684,8,3,3
2016-03-17 09:00:00+00:00,51.0,18.0,0.001,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,9,3,3
2016-03-17 10:00:00+00:00,46.0,16.0,0.004,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,10,3,3
2016-03-17 11:00:00+00:00,44.0,17.0,0.003,0.033,0.64,0.001,0.0136,8.705904774487397,60.0,0.0,4.223542864692438,11,3,3
2016-03-17 12:00:00+00:00,43.0,18.0,0.012,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,12,3,3
2016-03-17 13:00:00+00:00,38.0,15.0,0.012,0.033,0.64,0.001,0.0136,11.294095225512603,60.0,0.0,5.776457135307562,13,3,3
2016-03-17 14:00:00+00:00,37.0,13.0,0.002,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,14,3,3
2016-03-17 15:00:00+00:00,44.0,16.0,0.0,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,15,3,3
2016-03-17 16:00:00+00:00,50.0,17.0,0.013,0.033,0.64,0.001,0.0136,14.330127018922193,60.0,0.0,7.598076211353316,16,3,3
2016-03-17 17:00:00+00:00,51.0,14.0,0.026,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,17,3,3
2016-03-17 18:00:00+00:00,49.0,26.0,0.03,0.033,0.64,0.001,0.0136,15.0,60.0,0.0,8.0,18,3,3
2016-03-17 20:00:00+00:00,58.0,26.0,0.051,0.033,0.64,0.001,0.0136,14.330127018922195,60.0,3.223005357523121,7.598076211353316,20,3,3
2016-03-17 21:00:00+00:00,60.0,25.0,0.06,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,21,3,3
2016-03-17 22:00:00+00:00,59.0,23.0,0.07,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,22,3,3
2016-03-17 23:00:00+00:00,58.0,16.0,0.063,0.033,0.64,0.001,0.0136,11.294095225512605,60.0,0.0,5.776457135307563,23,3,3
2016-03-18 00:00:00+00:00,47.0,15.0,0.06,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,0,4,3
2016-03-18 01:00:00+00:00,40.0,16.0,0.06,0.033,0.64,0.001,0.0136,8.705904774487395,60.0,1.2808194996408766,4.223542864692437,1,4,3
2016-03-18 03:00:00+00:00,38.0,18.0,0.044,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,3,4,3
2016-03-18 04:00:00+00:00,41.0,20.0,0.04,0.033,0.64,0.001,0.0136,5.669872981077806,60.0,0.0,2.401923788646684,4,4,3
2016-03-18 05:00:00+00:00,36.0,16.0,0.031,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,5,4,3
2016-03-18 06:00:00+00:00,36.0,15.0,0.026,0.033,0.64,0.001,0.0136,5.0,60.0,0.0,2.0,6,4,3
2016-03-18 07:00:00+00:00,34.0,13.0,0.027,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,7,4,3
2016-03-18 08:00:00+00:00,34.0,13.0,0.019,0.033,0.64,0.001,0.0136,5.669872981077807,60.0,0.0,2.401923788646684,8,4,3
2016-03-18 09:00:00+00:00,32.0,16.0,0.01,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,9,4,3
2016-03-18 10:00:00+00:00,41.0,26.0,0.015,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,10,4,3
2016-03-18 11:00:00+00:00,50.0,26.0,0.017,0.033,0.64,0.001,0.0136,8.705904774487397,60.0,0.0,4.223542864692438,11,4,3
2016-03-18 12:00:00+00:00,52.0,31.0,0.018,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,12,4,3
2016-03-18 13:00:00+00:00,62.0,38.0,0.018,0.033,0.64,0.001,0.0136,11.294095225512603,60.0,0.0,5.776457135307562,13,4,3
2016-03-18 14:00:00+00:00,87.0,40.0,0.022,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,14,4,3
2016-03-18 15:00:00+00:00,63.0,35.0,0.022,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,15,4,3
2016-03-18 16:00:00+00:00,62.0,39.0,0.016,0.033,0.64,0.001,0.0136,14.330127018922193,60.0,0.0,7.598076211353316,16,4,3
2016-03-18 17:00:00+00:00,67.0,40.0,0.021,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.0,7.897777478867205,17,4,3
2016-03-18 18:00:00+00:00,70.0,41.0,0.033,0.033,0.64,0.001,0.0136,15.0,60.0,0.0,8.0,18,4,3
2016-03-18 19:00:00+00:00,77.0,38.0,0.042,0.033,0.64,0.001,0.0136,14.82962913144534,60.0,0.06159249524863951,7.897777478867205,19,4,3
2016-03-18 20:00:00+00:00,77.0,35.0,0.04,0.033,0.64,0.001,0.0136,14.330127018922195,60.0,0.0,7.598076211353316,20,4,3
2016-03-18 21:00:00+00:00,68.0,36.0,0.051,0.033,0.64,0.001,0.0136,13.535533905932738,60.0,0.0,7.121320343559643,21,4,3
2016-03-18 22:00:00+00:00,76.0,35.0,0.058,0.033,0.64,0.001,0.0136,12.5,60.0,0.0,6.5,22,4,3
2016-03-18 23:00:00+00:00,72.0,26.0,0.063,0.033,0.64,0.001,0.0136,11.294095225512605,60.0,0.0,5.776457135307563,23,4,3
2016-03-19 00:00:00+00:00,58.0,18.0,0.065,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,0,5,3
2016-03-19 01:00:00+00:00,44.0,20.0,0.057,0.033,0.64,0.001,0.0136,8.705904774487395,60.0,0.0,4.223542864692437,1,5,3
2016-03-19 02:00:00+00:00,44.0,19.0,0.05,0.033,0.64,0.001,0.0136,7.5,60.0,0.3120572305010142,3.5,2,5,3
2016-03-19 04:00:00+00:00,44.0,15.0,0.027,0.033,0.64,0.001,0.0136,5.669872981077806,60.0,0.0,2.401923788646684,4,5,3
2016-03-19 05:00:00+00:00,41.0,17.0,0.02,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,5,5,3
2016-03-19 06:00:00+00:00,41.0,19.0,0.018,0.033,0.64,0.001,0.0136,5.0,60.0,0.0,2.0,6,5,3
2016-03-19 07:00:00+00:00,45.0,19.0,0.015,0.033,0.64,0.001,0.0136,5.1703708685546585,60.0,0.0,2.102222521132795,7,5,3
2016-03-19 08:00:00+00:00,45.0,19.0,0.011,0.033,0.64,0.001,0.0136,5.669872981077807,60.0,0.0,2.401923788646684,8,5,3
2016-03-19 09:00:00+00:00,42.0,17.0,0.01,0.033,0.64,0.001,0.0136,6.464466094067262,60.0,0.0,2.878679656440357,9,5,3
2016-03-19 10:00:00+00:00,36.0,27.0,0.01,0.033,0.64,0.001,0.0136,7.5,60.0,0.0,3.5,10,5,3
2016-03-19 11:00:00+00:00,47.0,35.0,0.015,0.033,0.64,0.001,0.0136,8.705904774487397,60.0,0.0,4.223542864692438,11,5,3
2016-03-19 12:00:00+00:00,61.0,43.0,0.017,0.033,0.64,0.001,0.0136,10.0,60.0,0.0,5.0,12,5,3
