us_aqi,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temperature_2m,relative_humidity_2m,precipitation,date
63.375,19.079,35.129,11.721,12.35,298.208,51.875,27.683,82.167,0.5,2022-09-03
74.833,28.596,51.929,10.021,9.938,274.042,49.917,27.646,80.042,0.2,2022-09-04
80.042,21.433,41.658,10.888,11.354,258.292,56.042,27.679,77.5,0.5,2022-09-05
71.958,23.642,44.05,16.417,17.488,354.708,64.208,27.429,79.458,0.0,2022-09-06
74.333,23.833,43.088,23.608,23.379,480.625,61.208,27.017,84.583,0.0,2022-09-07
109.042,36.367,60.654,34.729,33.117,766.875,94.792,27.692,84.125,0.0,2022-09-08
141.333,52.879,83.342,31.3,29.929,798.375,122.167,29.683,76.75,0.0,2022-09-09
192.917,84.862,126.833,38.979,36.554,1069.458,165.292,30.883,72.208,0.0,2022-09-10
174.625,41.458,64.475,28.204,30.821,754.0,114.0,29.625,77.667,0.0,2022-09-11
162.833,64.358,98.1,38.192,36.933,973.875,143.625,28.988,83.125,0.1,2022-09-12
167.125,43.875,69.362,40.488,38.254,893.25,101.125,29.908,77.625,0.0,2022-09-13
98.708,23.617,41.071,23.033,22.221,527.958,59.333,29.892,76.917,0.0,2022-09-14
70.292,19.683,36.308,11.508,11.75,293.333,57.792,28.625,82.083,0.0,2022-09-15
72.125,24.533,47.071,8.883,8.6,240.917,65.458,28.325,77.708,0.3,2022-09-16
79.708,28.012,57.275,11.896,10.658,269.417,69.167,28.271,76.208,0.3,2022-09-17
87.542,29.792,60.958,17.054,15.013,346.792,66.583,27.879,79.167,0.0,2022-09-18
83.792,25.425,52.179,16.521,14.596,352.0,64.5,27.496,78.75,0.0,2022-09-19
71.625,19.242,39.475,11.358,10.021,252.5,63.667,27.875,73.208,0.0,2022-09-20
63.25,17.754,37.188,11.438,9.496,242.625,63.125,28.088,72.375,0.0,2022-09-21
62.0,17.592,36.208,10.838,9.283,236.292,61.458,28.15,73.167,0.0,2022-09-22
61.75,17.667,37.242,8.275,7.658,199.125,63.0,27.958,74.458,0.0,2022-09-23
63.917,19.971,38.863,9.25,8.246,214.167,64.917,28.142,73.25,0.3,2022-09-24
68.458,21.933,41.983,11.588,10.15,242.625,63.917,28.033,75.792,0.4,2022-09-25
73.042,22.621,42.167,15.588,14.562,324.833,63.667,27.475,79.417,1.0,2022-09-26
70.583,19.963,37.979,16.771,15.396,349.25,62.083,27.4,77.458,0.1,2022-09-27
62.208,16.296,31.912,13.621,11.883,278.875,61.75,27.65,73.417,0.0,2022-09-28
59.333,15.896,30.463,11.1,10.729,245.542,67.458,27.621,71.5,0.0,2022-09-29
56.958,15.025,26.6,13.358,13.758,290.542,68.125,27.312,74.542,0.0,2022-09-30
54.542,12.792,22.375,9.729,10.904,219.125,56.875,27.758,72.625,0.0,2022-10-01
50.625,12.504,21.946,12.083,12.15,240.958,53.667,28.088,71.667,0.1,2022-10-02
52.417,13.871,27.238,13.992,12.125,263.5,60.333,27.713,73.333,0.3,2022-10-03
54.0,14.025,28.717,12.675,11.225,256.208,59.958,27.829,75.708,0.0,2022-10-04
56.042,16.271,37.038,13.408,12.279,292.125,61.208,27.625,79.708,0.0,2022-10-05
62.958,20.042,45.529,16.696,15.679,360.417,67.125,27.621,78.75,0.0,2022-10-06
93.417,37.3,66.179,27.238,28.425,617.708,97.75,28.129,75.458,0.0,2022-10-07
138.833,49.021,75.212,25.829,26.412,543.208,130.417,30.892,48.958,0.0,2022-10-08
189.458,90.692,135.092,30.254,35.796,907.583,205.25,29.454,55.958,0.0,2022-10-09
183.958,59.012,96.429,44.446,45.3,1030.917,125.458,29.112,65.458,0.0,2022-10-10
157.25,49.083,82.596,49.192,51.146,1067.542,107.042,27.496,67.375,0.0,2022-10-11
141.625,36.571,60.712,40.283,38.112,895.083,102.292,26.183,79.958,0.0,2022-10-12
94.583,24.229,41.854,32.433,27.942,674.917,85.583,26.083,79.75,0.0,2022-10-13
94.167,30.833,50.942,37.254,36.25,760.833,91.042,26.867,71.375,0.0,2022-10-14
118.0,34.054,54.717,36.533,36.433,767.542,106.333,27.012,77.042,0.0,2022-10-15
144.792,49.008,76.371,37.296,37.133,893.042,136.75,27.888,66.792,0.0,2022-10-16
157.417,44.604,69.479,35.558,33.217,761.333,120.333,27.921,57.958,0.0,2022-10-17
106.5,25.546,45.883,26.971,26.075,556.083,84.0,27.25,78.667,0.0,2022-10-18
74.875,22.004,42.788,22.933,20.229,434.625,82.458,26.658,82.958,0.0,2022-10-19
73.958,19.883,40.104,19.662,18.562,393.333,92.333,26.562,82.75,0.0,2022-10-20
123.042,71.883,111.642,35.129,44.675,854.708,134.583,27.154,73.083,0.0,2022-10-21
170.333,80.125,121.512,36.183,32.887,837.583,126.542,28.858,44.5,0.0,2022-10-22
202.542,106.108,157.083,70.908,57.092,1616.667,173.542,27.967,53.417,0.0,2022-10-23
153.292,27.446,45.875,23.9,23.496,540.0,97.333,27.533,70.583,0.0,2022-10-24
72.458,22.867,43.958,12.679,10.846,294.5,98.5,27.658,76.708,0.0,2022-10-25
81.208,28.729,53.117,18.212,15.704,395.667,100.292,27.792,81.458,0.0,2022-10-26
86.125,28.562,52.571,23.342,20.642,472.458,92.375,26.417,84.75,0.0,2022-10-27
88.75,30.646,55.613,26.996,23.75,523.708,84.083,26.121,80.333,0.0,2022-10-28
94.958,32.767,56.4,38.833,31.05,772.042,83.583,26.85,69.833,0.0,2022-10-29
95.458,33.212,58.308,42.017,31.333,814.5,80.958,27.238,68.667,0.0,2022-10-30
93.625,27.504,52.929,30.275,22.925,593.0,71.583,26.688,80.417,0.0,2022-10-31
77.167,23.512,45.212,18.617,13.721,386.667,86.625,26.8,85.375,0.0,2022-11-01
83.458,28.108,48.262,22.963,18.471,496.625,97.583,26.596,84.708,0.0,2022-11-02
89.583,29.138,47.392,27.117,20.954,573.167,96.542,26.625,82.542,0.0,2022-11-03
83.792,26.033,42.679,27.229,21.654,559.167,88.708,26.833,78.167,0.0,2022-11-04
90.792,35.021,56.279,27.167,22.183,576.708,101.042,27.571,67.375,0.0,2022-11-05
106.375,39.454,61.708,26.521,21.058,528.625,96.625,26.537,75.708,0.0,2022-11-06
106.125,33.458,54.062,26.242,23.25,532.5,96.0,25.388,78.417,0.7,2022-11-07
111.708,57.246,90.396,22.183,32.158,630.792,117.333,24.829,73.667,0.0,2022-11-08
160.75,61.25,96.567,28.175,41.229,815.708,126.625,25.325,70.083,0.0,2022-11-09
127.167,38.779,65.533,36.504,43.038,816.833,97.667,25.433,77.375,0.0,2022-11-10
141.167,83.512,126.283,64.929,62.088,1351.417,85.917,26.225,65.0,0.0,2022-11-11
174.542,78.392,120.85,68.862,53.671,1431.667,90.042,25.562,71.292,0.0,2022-11-12
124.0,29.667,53.971,23.096,22.642,494.458,79.083,24.8,87.25,0.0,2022-11-13
77.375,24.167,50.717,15.958,17.792,376.292,85.333,26.804,78.25,0.0,2022-11-14
113.917,61.721,100.55,18.996,35.95,534.375,95.542,25.833,58.333,0.0,2022-11-15
153.833,64.521,100.321,26.963,42.171,693.75,116.292,24.85,55.042,0.0,2022-11-16
162.958,63.483,101.792,32.267,44.242,918.667,128.792,25.129,74.417,0.0,2022-11-17
144.625,42.354,73.533,28.654,33.792,716.833,100.292,24.983,82.458,0.0,2022-11-18
93.5,25.092,49.113,22.908,17.792,443.958,84.5,26.042,77.25,0.0,2022-11-19
92.25,48.075,77.196,31.833,30.992,655.25,90.083,25.396,73.167,0.0,2022-11-20
151.042,67.571,103.358,34.925,38.717,789.667,110.333,25.821,56.333,0.0,2022-11-21
162.833,67.746,105.254,53.633,57.267,1076.375,100.875,25.196,73.5,0.0,2022-11-22
156.0,68.646,102.992,37.954,50.258,869.458,108.458,24.296,54.125,0.0,2022-11-23
159.167,60.254,90.729,46.808,50.846,980.125,107.208,23.579,71.75,0.0,2022-11-24
124.125,33.883,61.933,39.696,35.088,809.292,98.583,23.338,73.875,0.0,2022-11-25
127.792,56.633,85.771,60.358,50.271,1106.375,87.5,23.771,59.667,0.0,2022-11-26
135.375,37.967,59.592,44.029,41.538,877.167,101.167,23.438,80.292,0.0,2022-11-27
141.5,67.675,98.925,72.696,52.808,1221.458,56.708,23.775,65.417,0.0,2022-11-28
152.792,57.804,84.329,41.367,32.842,728.333,77.292,23.917,46.583,0.0,2022-11-29
153.125,66.867,97.558,40.142,35.046,723.833,90.667,23.7,36.167,0.0,2022-11-30
157.125,72.133,105.717,41.233,40.917,788.292,93.625,22.817,39.125,0.0,2022-12-01
159.875,58.204,88.504,53.912,46.558,1009.5,69.5,22.196,62.375,0.0,2022-12-02
112.083,46.404,75.096,46.333,46.329,741.083,67.208,23.15,71.292,0.0,2022-12-03
155.833,86.587,127.483,36.658,43.167,774.583,90.333,22.683,50.083,0.0,2022-12-04
165.208,82.288,125.792,53.721,64.321,1061.375,83.292,22.333,56.375,0.0,2022-12-05
169.0,101.125,150.171,56.671,68.033,1321.458,102.792,22.354,56.667,0.0,2022-12-06
169.833,87.85,129.021,59.325,57.396,1306.583,94.25,22.188,52.0,0.0,2022-12-07
167.042,66.329,102.729,69.954,52.008,1403.833,71.5,22.158,70.292,0.0,2022-12-08
129.417,45.417,74.517,49.308,44.408,1021.75,88.083,22.175,86.167,0.0,2022-12-09
148.417,71.408,106.55,43.588,42.167,868.833,75.458,23.125,57.417,0.0,2022-12-10
155.958,60.529,91.442,17.371,30.942,578.417,111.5,23.588,42.833,0.0,2022-12-11
145.458,54.637,85.375,34.942,30.667,765.917,95.75,23.167,41.667,0.0,2022-12-12
144.875,35.583,54.146,23.479,20.604,537.292,67.5,22.75,41.583,0.0,2022-12-13
46.458,0.65,0.921,0.0,0.529,59.917,30.375,23.154,33.917,0.0,2022-12-14
15.5,0.812,1.167,0.0,0.229,62.917,34.0,21.1,48.875,0.0,2022-12-15
71.625,47.658,71.242,47.129,41.708,969.458,79.083,20.604,68.75,0.0,2022-12-16
139.208,52.821,79.6,60.654,58.85,1176.375,67.125,20.604,74.083,0.0,2022-12-17
154.75,77.221,113.271,78.079,70.042,1500.5,66.667,21.292,59.125,0.0,2022-12-18
159.417,71.142,108.067,71.629,69.967,1267.333,67.833,20.896,56.75,0.0,2022-12-19
151.167,47.229,75.212,57.933,52.233,1149.583,68.708,21.271,47.25,0.0,2022-12-20
135.958,53.933,84.462,47.212,40.508,754.125,64.208,20.592,46.042,0.0,2022-12-21
124.458,37.667,59.367,32.025,33.558,587.375,72.458,20.104,39.125,0.0,2022-12-22
138.458,57.367,91.008,55.958,55.267,985.458,52.75,19.221,43.625,0.0,2022-12-23
122.5,44.008,68.208,48.662,48.358,762.292,63.208,19.238,37.083,0.0,2022-12-24
135.208,58.104,86.35,35.1,40.796,716.417,92.75,19.108,43.167,0.0,2022-12-25
157.375,76.85,113.704,51.783,54.125,993.292,75.375,19.692,43.458,0.0,2022-12-26
158.875,67.917,101.108,31.158,45.117,763.417,88.0,20.471,39.0,0.0,2022-12-27
166.083,92.5,143.217,56.675,72.721,1454.708,106.708,20.158,61.125,0.0,2022-12-28
159.375,44.183,74.408,32.483,35.162,810.5,98.792,23.346,72.25,0.0,2022-12-29
96.708,34.4,61.479,24.15,35.725,516.583,74.875,20.537,45.292,0.0,2022-12-30
114.125,48.192,76.204,26.879,39.729,659.333,99.458,19.146,48.0,0.0,2022-12-31
129.583,38.462,69.538,36.354,33.379,782.708,84.917,19.875,65.375,0.0,2023-01-01
119.417,59.992,98.883,47.242,49.363,905.708,71.708,19.725,51.583,0.0,2023-01-02
153.0,51.512,77.683,25.275,27.154,542.708,80.125,19.75,36.458,0.0,2023-01-03
117.208,40.721,60.788,18.004,25.825,466.625,94.542,18.867,33.042,0.0,2023-01-04
119.958,43.608,63.775,14.417,28.463,487.625,103.042,17.488,31.667,0.0,2023-01-05
121.75,46.221,67.633,14.479,31.417,515.083,108.25,18.458,28.083,0.0,2023-01-06
132.083,50.183,73.104,24.096,39.613,682.167,101.625,19.925,29.25,0.0,2023-01-07
144.625,87.096,125.829,70.988,82.817,1645.792,104.625,19.196,39.208,0.0,2023-01-08
173.375,87.196,128.421,81.333,80.412,1781.083,93.375,19.346,69.958,0.0,2023-01-09
172.333,110.392,162.804,88.1,84.108,2022.958,79.417,19.825,72.708,0.0,2023-01-10
153.833,30.45,54.75,29.054,25.629,667.083,76.792,21.512,77.167,0.2,2023-01-11
77.875,24.604,77.042,17.088,18.65,348.042,68.5,18.054,28.583,0.0,2023-01-12
80.083,33.558,62.783,30.267,28.517,615.667,81.542,15.188,17.917,0.0,2023-01-13
98.667,27.588,46.446,32.738,23.463,589.833,68.833,15.329,28.875,0.0,2023-01-14
92.667,42.529,67.017,32.821,38.596,765.375,85.958,14.871,43.708,0.0,2023-01-15
135.625,60.375,96.442,35.271,60.371,738.292,76.833,16.442,54.708,0.0,2023-01-16
156.125,79.125,117.583,47.25,59.912,1056.25,93.125,17.029,37.208,0.0,2023-01-17
168.333,101.021,147.658,78.371,57.183,1448.25,63.417,17.717,40.042,0.0,2023-01-18
170.333,66.9,99.225,42.192,30.992,839.875,77.25,18.467,34.5,0.0,2023-01-19
145.375,54.833,83.512,22.558,30.812,676.208,109.083,17.621,46.917,0.0,2023-01-20
147.875,48.167,72.617,25.588,36.133,678.625,96.417,17.213,50.25,0.0,2023-01-21
132.583,50.042,75.946,37.942,45.254,862.167,84.458,16.558,48.292,0.0,2023-01-22
118.0,34.683,53.496,33.233,32.088,722.458,71.125,16.533,32.542,0.0,2023-01-23
118.542,50.55,78.992,41.433,40.183,869.5,82.833,15.062,40.917,0.0,2023-01-24
113.333,41.329,69.383,37.671,39.617,718.083,80.708,14.842,43.208,0.0,2023-01-25
114.292,31.708,49.288,24.646,31.058,483.708,82.625,16.388,29.333,0.0,2023-01-26
91.25,34.929,51.979,17.658,25.271,452.708,104.542,17.367,26.042,0.0,2023-01-27
104.75,44.304,65.158,32.583,27.583,626.125,96.25,18.075,24.25,0.0,2023-01-28
133.208,38.562,57.925,40.783,33.729,743.583,75.25,17.379,42.667,0.0,2023-01-29
101.167,58.929,91.621,49.829,49.338,1110.167,91.667,18.167,49.125,0.0,2023-01-30
155.625,53.967,81.4,28.725,29.421,655.333,89.75,19.379,36.333,0.0,2023-01-31
145.958,51.396,75.917,33.029,35.662,823.5,107.333,19.517,39.958,0.0,2023-02-01
156.917,98.337,142.325,74.783,77.612,1881.167,138.792,18.896,46.625,0.0,2023-02-02
174.0,87.458,126.533,97.483,73.454,1975.042,83.833,18.696,52.625,0.0,2023-02-03
171.75,68.092,103.471,57.488,48.8,1397.375,115.125,19.333,82.25,0.0,2023-02-04
140.083,35.771,63.267,29.321,24.546,715.75,79.458,21.417,82.875,0.0,2023-02-05
126.042,53.488,98.496,33.762,28.425,819.333,124.667,22.854,70.458,0.0,2023-02-06
198.375,115.688,179.621,72.404,54.367,1715.917,149.833,20.338,74.458,0.0,2023-02-07
161.542,44.571,76.825,37.425,31.075,826.875,87.125,20.958,83.208,0.0,2023-02-08
111.875,32.637,57.363,20.767,20.762,510.708,83.875,21.721,85.417,0.0,2023-02-09
86.417,24.713,46.817,13.2,14.633,357.917,91.625,22.579,81.0,0.0,2023-02-10
107.875,68.012,108.475,37.667,33.45,915.25,107.458,22.112,66.792,0.0,2023-02-11
151.917,43.008,73.975,43.575,28.183,730.958,62.792,23.221,36.792,0.0,2023-02-12
131.583,56.233,87.042,37.258,37.887,900.458,127.75,21.9,32.583,0.0,2023-02-13
159.5,44.412,76.158,34.863,32.267,884.292,119.458,21.904,78.792,0.0,2023-02-14
155.875,60.95,99.471,52.875,47.846,1277.333,111.542,20.933,90.25,0.0,2023-02-15
141.917,42.167,68.413,43.417,33.521,929.542,79.375,22.225,83.25,0.0,2023-02-16
143.375,56.1,85.446,46.021,36.083,1069.542,107.25,22.471,81.333,0.0,2023-02-17
185.167,82.462,120.654,52.679,42.95,1370.375,142.167,21.521,77.042,0.0,2023-02-18
161.292,44.613,72.483,42.421,36.746,993.833,94.667,21.579,87.292,0.0,2023-02-19
105.958,30.787,57.554,26.567,23.446,628.042,92.25,23.408,78.875,0.0,2023-02-20
120.708,48.054,79.892,33.833,28.787,829.042,116.875,23.017,84.75,0.0,2023-02-21
109.667,22.296,41.567,16.454,13.658,389.0,98.542,22.829,82.25,0.0,2023-02-22
74.833,28.446,51.562,25.838,21.2,542.958,96.667,22.429,81.458,0.0,2023-02-23
95.917,32.883,69.858,26.662,23.696,623.042,97.083,21.946,84.625,0.0,2023-02-24
90.167,27.838,56.529,28.438,20.946,575.708,61.542,23.225,79.208,0.0,2023-02-25
84.375,30.221,49.238,30.379,24.283,630.125,68.208,23.546,81.625,0.0,2023-02-26
118.167,42.504,69.379,38.492,32.708,896.958,95.708,23.196,83.958,0.0,2023-02-27
118.917,39.65,66.071,37.358,28.933,799.875,81.667,23.046,82.958,0.0,2023-02-28
129.5,74.15,115.996,36.546,27.783,937.25,100.083,23.554,79.417,0.0,2023-03-01
162.542,63.071,96.0,23.683,27.796,681.375,126.375,26.358,48.042,0.0,2023-03-02
169.792,73.596,110.438,28.333,32.696,699.625,130.208,26.129,51.292,0.0,2023-03-03
174.542,60.512,90.404,25.917,29.688,750.458,141.292,26.071,50.083,0.0,2023-03-04
189.417,79.862,115.979,38.321,36.217,1175.583,157.375,25.817,50.333,0.0,2023-03-05
201.208,79.988,118.521,41.496,43.258,1318.25,171.042,25.383,56.375,0.0,2023-03-06
184.583,66.087,103.462,49.838,49.621,1305.458,137.917,24.717,70.875,0.0,2023-03-07
190.833,103.229,153.079,53.312,60.467,1606.958,191.75,24.758,73.042,0.0,2023-03-08
208.417,119.771,175.017,55.788,44.054,1663.167,200.625,25.879,59.875,0.0,2023-03-09
214.625,87.062,126.192,55.712,44.688,1358.25,179.833,25.804,55.542,0.0,2023-03-10
160.833,68.762,100.388,63.042,51.117,1373.5,99.583,25.408,63.0,0.0,2023-03-11
154.875,57.558,84.312,61.592,50.875,1294.208,76.708,25.742,63.083,0.0,2023-03-12
158.167,48.267,73.717,46.529,47.396,1136.083,113.667,24.992,71.792,0.0,2023-03-13
114.625,31.442,49.758,40.488,36.496,830.75,63.25,23.992,81.208,0.0,2023-03-14
87.792,25.133,45.496,18.612,19.121,448.75,73.958,25.108,80.083,0.0,2023-03-15
76.708,23.383,42.554,21.692,20.217,505.875,74.417,25.542,80.333,0.0,2023-03-16
80.708,26.287,44.779,27.921,25.967,623.542,83.542,25.617,79.583,0.0,2023-03-17
135.375,54.367,84.562,38.208,43.375,912.958,128.708,25.4,66.25,0.0,2023-03-18
161.458,44.858,73.638,30.662,40.992,752.208,123.333,24.896,69.208,0.0,2023-03-19
103.583,25.862,51.312,22.596,26.208,523.542,84.542,24.575,76.917,0.0,2023-03-20
70.208,18.662,39.992,15.296,14.862,363.0,67.125,25.112,71.042,0.0,2023-03-21
64.0,18.658,34.438,14.833,14.354,358.333,67.167,23.883,78.167,0.4,2023-03-22
64.792,18.525,40.088,13.842,11.975,319.042,59.125,23.475,81.083,3.8,2023-03-23
70.375,18.383,49.104,10.508,7.975,265.333,114.292,24.429,59.958,0.0,2023-03-24
72.167,20.917,47.025,12.404,9.983,320.333,112.875,24.496,67.0,0.0,2023-03-25
93.875,30.208,57.454,24.796,21.713,597.833,111.583,24.175,75.042,0.0,2023-03-26
101.125,31.662,56.342,29.429,25.621,650.458,100.458,24.662,69.417,0.0,2023-03-27
88.792,25.521,48.983,14.058,15.962,381.792,94.792,24.571,78.083,0.0,2023-03-28
72.708,21.429,50.917,10.504,12.521,308.917,80.625,25.304,78.125,0.0,2023-03-29
78.125,23.054,56.525,10.912,13.471,316.042,112.0,25.267,70.917,0.8,2023-03-30
78.542,23.342,48.625,8.958,9.938,288.292,112.458,25.804,75.917,0.0,2023-03-31
71.708,19.396,37.971,3.462,5.146,168.042,96.333,25.671,74.333,0.0,2023-04-01
65.542,20.471,41.008,8.675,11.5,299.625,96.375,25.421,77.0,0.0,2023-04-02
68.042,21.075,47.596,11.567,13.183,321.583,83.583,26.167,78.333,0.3,2023-04-03
82.417,16.787,33.575,14.029,13.058,373.958,111.833,24.879,74.208,0.0,2023-04-04
77.792,16.562,29.883,17.425,15.021,435.625,116.417,25.079,68.708,0.0,2023-04-05
73.625,20.229,38.725,22.713,18.025,499.833,103.875,25.029,75.542,0.0,2023-04-06
96.667,27.567,48.125,29.767,25.542,710.583,111.792,25.233,77.958,0.0,2023-04-07
128.958,38.338,64.033,27.012,25.267,740.5,126.375,25.846,76.417,0.0,2023-04-08
93.167,22.875,44.137,22.463,21.762,532.625,83.792,25.65,78.167,0.0,2023-04-09
80.375,27.862,51.804,33.321,36.892,730.917,74.042,25.175,82.083,0.0,2023-04-10
83.167,24.617,46.425,31.192,28.704,684.417,75.292,25.217,81.583,0.0,2023-04-11
123.667,39.896,69.962,25.796,25.354,696.958,115.542,27.062,75.75,0.0,2023-04-12
101.0,26.879,50.896,24.271,22.833,590.417,79.042,27.904,70.0,0.0,2023-04-13
74.458,20.738,40.613,21.554,20.983,508.917,66.125,27.033,81.958,0.0,2023-04-14
78.375,29.504,63.838,29.412,30.738,666.375,73.708,27.192,81.708,0.0,2023-04-15
83.625,23.554,50.788,22.254,22.708,531.958,86.708,27.375,80.708,0.0,2023-04-16
80.833,21.246,47.788,19.654,19.133,471.25,99.458,27.358,77.542,0.0,2023-04-17
77.333,28.629,54.288,23.112,19.75,534.75,79.458,28.571,66.625,0.0,2023-04-18
92.542,32.667,62.704,23.904,21.317,576.125,91.5,27.871,62.792,0.0,2023-04-19
99.583,26.871,53.529,18.012,16.321,459.833,106.625,27.946,70.583,0.0,2023-04-20
75.0,20.1,40.6,15.317,14.2,388.667,72.625,27.617,77.333,0.0,2023-04-21
79.292,23.838,48.871,17.646,18.092,445.958,90.583,27.612,76.042,0.0,2023-04-22
78.958,23.246,44.312,23.904,22.688,563.458,78.208,28.225,73.958,0.0,2023-04-23
80.458,28.404,52.637,29.171,25.188,640.5,60.042,27.746,78.083,0.0,2023-04-24
85.875,28.679,51.921,22.304,20.304,545.875,67.333,28.154,69.583,0.0,2023-04-25
81.5,24.242,47.4,16.283,15.55,419.0,81.792,28.225,55.083,0.0,2023-04-26
66.542,15.562,30.646,10.679,10.554,305.375,66.375,27.262,71.792,0.3,2023-04-27
58.375,15.583,31.192,12.05,12.158,323.875,70.583,25.963,75.875,3.4,2023-04-28
68.167,15.779,29.65,13.683,18.1,384.042,88.333,25.238,76.375,0.8,2023-04-29
69.042,17.388,33.996,15.354,19.454,391.125,88.0,26.046,68.917,0.2,2023-04-30
72.625,20.217,35.096,15.362,16.6,398.667,91.333,27.304,71.458,0.9,2023-05-01
68.833,19.2,35.0,16.704,17.821,430.0,79.083,27.888,74.333,0.1,2023-05-02
60.375,15.192,29.192,17.108,17.779,421.0,71.083,27.817,78.417,0.0,2023-05-03
62.125,20.158,41.762,20.825,23.375,481.208,68.792,27.617,80.458,0.0,2023-05-04
67.792,20.058,45.504,18.55,19.55,442.25,71.917,27.746,79.75,0.0,2023-05-05
68.167,20.537,40.871,17.925,17.908,422.083,73.958,28.571,76.417,0.0,2023-05-06
69.583,21.029,48.387,14.167,15.058,352.25,65.667,28.429,80.375,0.0,2023-05-07
68.75,21.596,43.325,19.0,19.35,439.208,70.458,28.867,78.792,0.0,2023-05-08
81.125,29.704,56.971,27.0,29.167,609.833,67.5,28.383,78.625,0.0,2023-05-09
93.208,27.4,48.538,28.562,26.825,647.417,84.208,29.433,71.333,0.0,2023-05-10
88.833,25.608,47.925,19.654,20.342,488.0,87.25,30.183,68.0,0.0,2023-05-11
71.375,18.221,30.096,17.6,20.838,445.875,68.583,30.283,66.542,0.0,2023-05-12
63.042,17.95,30.742,21.417,24.037,514.625,60.833,30.158,71.25,0.0,2023-05-13
60.833,15.042,29.283,10.1,14.388,300.5,59.875,29.608,80.25,0.0,2023-05-14
56.833,16.358,34.646,10.017,13.171,263.292,57.333,29.621,80.208,0.1,2023-05-15
60.208,17.654,33.533,9.296,10.838,243.583,50.5,29.608,80.625,0.0,2023-05-16
63.208,16.792,34.504,7.458,8.746,205.875,53.333,29.475,77.458,0.6,2023-05-17
57.667,15.329,35.633,11.058,11.479,270.083,55.667,29.625,79.792,0.0,2023-05-18
58.125,16.875,42.338,12.75,13.625,308.667,53.292,29.354,81.167,0.0,2023-05-19
58.75,15.129,35.625,8.896,9.833,237.708,51.375,29.15,77.792,0.0,2023-05-20
58.125,16.571,38.05,7.783,8.904,223.125,52.167,29.721,75.958,0.0,2023-05-21
59.833,15.925,37.292,8.513,9.508,234.792,54.208,29.821,79.542,0.0,2023-05-22
56.792,15.8,32.279,12.467,12.962,294.333,47.792,29.767,82.75,0.4,2023-05-23
61.083,17.85,34.267,12.05,13.408,308.5,53.458,29.946,82.25,0.0,2023-05-24
62.083,18.308,34.962,9.258,11.017,271.0,50.375,30.3,80.375,0.0,2023-05-25
63.875,17.5,33.671,9.263,10.446,256.958,45.833,30.229,80.75,0.0,2023-05-26
60.792,17.75,33.867,11.062,12.517,283.417,45.667,30.225,79.5,0.0,2023-05-27
59.875,14.496,28.463,11.35,13.371,290.667,44.583,30.171,80.083,0.0,2023-05-28
54.667,13.258,25.95,11.763,14.521,294.833,42.417,29.967,83.292,0.0,2023-05-29
51.583,13.362,27.417,10.038,11.267,252.292,43.75,29.917,76.5,0.2,2023-05-30
52.958,13.038,23.071,8.358,9.654,216.417,41.542,29.617,74.5,1.1,2023-05-31
52.125,14.408,27.096,7.233,8.042,205.75,45.25,29.942,76.875,1.4,2023-06-01
59.083,15.904,31.617,10.696,12.038,278.042,54.792,30.029,80.958,0.1,2023-06-02
56.375,15.45,33.283,12.429,13.654,303.958,58.042,29.967,81.625,0.0,2023-06-03
61.542,19.796,47.321,13.375,15.121,334.667,67.75,30.071,80.667,0.0,2023-06-04
64.417,16.892,39.504,12.371,13.529,295.25,58.042,29.983,80.792,0.0,2023-06-05
60.417,17.967,37.246,15.358,16.0,347.542,61.417,30.396,81.292,0.0,2023-06-06
65.458,20.179,42.483,15.8,18.117,361.083,60.042,30.654,81.333,0.0,2023-06-07
63.667,16.046,34.908,9.146,11.538,245.083,58.125,30.333,77.458,0.0,2023-06-08
59.708,18.617,42.104,7.988,9.288,219.25,52.417,30.2,76.292,0.8,2023-06-09
65.542,16.696,37.325,9.579,11.329,243.0,54.75,29.942,76.0,0.2,2023-06-10
60.792,21.862,35.117,25.171,26.067,515.625,61.708,30.017,76.292,0.0,2023-06-11
149.333,61.196,93.071,27.421,34.458,790.375,147.417,32.096,64.833,0.0,2023-06-12
117.833,14.308,33.204,12.071,18.537,216.875,61.292,31.467,64.292,5.4,2023-06-13
60.792,19.708,46.717,8.833,14.188,177.667,63.75,31.004,64.583,0.5,2023-06-14
67.292,17.621,38.275,8.417,11.987,171.5,55.458,30.396,67.625,0.3,2023-06-15
59.042,21.167,40.483,14.558,13.483,296.875,66.292,31.158,70.708,1.3,2023-06-16
76.708,24.992,63.029,10.3,11.65,254.583,61.042,30.567,80.5,0.0,2023-06-17
81.458,27.979,71.508,8.025,8.604,220.083,59.875,30.292,74.125,0.0,2023-06-18
83.833,26.421,71.183,7.125,8.138,206.917,62.417,30.067,74.542,0.0,2023-06-19
77.5,24.229,67.479,7.1,8.208,205.375,66.25,30.617,69.292,0.0,2023-06-20
75.667,23.317,65.554,8.421,9.5,224.833,61.208,30.583,73.5,1.0,2023-06-21
71.083,20.675,54.5,8.538,9.975,224.125,57.625,30.204,76.875,2.2,2023-06-22
69.208,21.213,56.817,7.983,9.467,210.708,55.792,30.129,76.167,0.4,2023-06-23
69.083,20.892,51.254,8.558,10.108,221.25,53.375,30.112,77.958,1.0,2023-06-24
